year,marital,age,race,rincome,partyid,relig,denom,tvhours
2006,Married,58,White,$25000 or more,other party,Protestant,Lutheran-mo synod,NA
2006,Married,55,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Married,40,White,Not applicable,republican,Protestant,No denomination,1
2006,Married,68,White,$20000 - 24999,other party,Protestant,Lutheran-dk which,3
2006,Married,48,White,$25000 or more,republican,Protestant,Other,NA
2006,Married,72,White,Not applicable,democrat,Catholic,Not applicable,2
2006,Married,50,White,$25000 or more,democrat,Catholic,Not applicable,4
2006,Widowed,66,White,$25000 or more,republican,Protestant,Lutheran-mo synod,NA
2006,Married,38,White,Refused,other party,Catholic,Not applicable,NA
2006,Married,50,White,Not applicable,other party,Catholic,Not applicable,NA
2006,Widowed,86,White,Not applicable,other party,Protestant,Other,NA
2006,Married,30,White,$25000 or more,republican,Protestant,Other,2
2006,Married,45,White,$25000 or more,democrat,Catholic,Not applicable,3
2006,Divorced,46,White,Refused,democrat,Catholic,Not applicable,NA
2006,Married,51,White,Not applicable,republican,Catholic,Not applicable,2
2006,Widowed,89,White,Not applicable,republican,Protestant,Other baptists,NA
2006,Married,71,White,Not applicable,republican,Protestant,Other,3
2006,Widowed,53,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Married,62,White,$4000 to 4999,republican,Protestant,Evangelical luth,NA
2006,Married,59,White,Not applicable,democrat,None,Not applicable,4
2006,Never married,20,White,$20000 - 24999,other party,Catholic,Not applicable,NA
2006,Married,32,White,Refused,other party,Catholic,Not applicable,NA
2006,Divorced,32,White,$15000 - 19999,democrat,Catholic,Not applicable,NA
2006,Never married,33,White,$25000 or more,republican,None,Not applicable,NA
2006,Married,40,White,$25000 or more,republican,Protestant,Lutheran-mo synod,1
2006,Married,65,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Widowed,80,White,Not applicable,republican,Catholic,Not applicable,NA
2006,Married,62,White,Not applicable,republican,Catholic,Not applicable,NA
2006,Married,60,White,$5000 to 5999,democrat,Catholic,Not applicable,NA
2006,Divorced,78,White,Not applicable,democrat,Catholic,Not applicable,NA
2006,Widowed,41,White,$25000 or more,democrat,Protestant,Other,NA
2006,Married,46,Other,$15000 - 19999,republican,Catholic,Not applicable,NA
2006,Divorced,57,White,$25000 or more,democrat,Protestant,Other,NA
2006,Married,29,White,$25000 or more,other party,Catholic,Not applicable,NA
2006,Married,32,White,Not applicable,republican,Protestant,Am baptist asso,NA
2006,Divorced,42,White,Refused,republican,Protestant,Am lutheran,2
2006,Married,40,White,$5000 to 5999,republican,Catholic,Not applicable,NA
2006,Married,36,Other,$25000 or more,other party,Catholic,Not applicable,NA
2006,Married,48,White,$25000 or more,democrat,Protestant,Am lutheran,NA
2006,Never married,83,White,Not applicable,democrat,Catholic,Not applicable,NA
2006,Married,65,White,$10000 - 14999,democrat,Protestant,Evangelical luth,NA
2006,Never married,18,White,$5000 to 5999,republican,Catholic,Not applicable,2
2006,Married,46,White,$25000 or more,republican,Protestant,Lutheran-dk which,2
2006,Married,29,White,Not applicable,other party,Catholic,Not applicable,1
2006,Never married,26,White,$25000 or more,democrat,Protestant,Other,NA
2006,Married,49,White,Not applicable,other party,Catholic,Not applicable,NA
2006,Married,77,White,$4000 to 4999,republican,Protestant,"Presbyterian, merged",1
2006,Divorced,50,White,$25000 or more,other party,Protestant,Lutheran-mo synod,NA
2006,Married,46,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Married,64,White,Not applicable,democrat,Protestant,Lutheran-mo synod,2
2006,Never married,40,White,Refused,other party,No answer,No answer,NA
2006,Never married,20,White,Not applicable,other party,None,Not applicable,4
2006,Married,33,White,$25000 or more,other party,Catholic,Not applicable,NA
2006,Never married,27,White,$25000 or more,republican,Protestant,United methodist,1
2006,Divorced,38,White,$25000 or more,republican,Catholic,Not applicable,2
2006,Married,45,White,$25000 or more,republican,Protestant,Other,2
2006,Never married,38,Other,Not applicable,republican,Catholic,Not applicable,NA
2006,Divorced,56,Other,$20000 - 24999,other party,Protestant,Other,NA
2006,Married,41,White,$15000 - 19999,other party,Catholic,Not applicable,NA
2006,Widowed,61,White,Not applicable,other party,Protestant,No denomination,NA
2006,Married,34,White,$15000 - 19999,republican,Catholic,Not applicable,NA
2006,Married,69,White,Not applicable,republican,Protestant,Other baptists,NA
2006,Never married,27,Black,$6000 to 6999,other party,Protestant,No denomination,NA
2006,Never married,26,Other,$6000 to 6999,democrat,Hinduism,Not applicable,1
2006,Married,54,Black,Don't know,democrat,Catholic,Not applicable,NA
2006,Divorced,66,Black,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Married,70,Black,Not applicable,democrat,Protestant,Baptist-dk which,2
2006,Married,38,Other,Refused,democrat,Catholic,Not applicable,NA
2006,Never married,31,White,$25000 or more,democrat,Protestant,Other,NA
2006,Married,50,White,Refused,democrat,Catholic,Not applicable,2
2006,Widowed,75,White,Not applicable,other party,Protestant,Evangelical luth,6
2006,Married,39,Black,$15000 - 19999,democrat,Protestant,Baptist-dk which,NA
2006,Widowed,64,White,Not applicable,democrat,Catholic,Not applicable,NA
2006,Never married,36,White,$25000 or more,republican,Catholic,Not applicable,8
2006,Married,62,White,Not applicable,democrat,Protestant,Wi evan luth synod,NA
2006,Divorced,62,White,Lt $1000,democrat,Protestant,Methodist-dk which,4
2006,Widowed,80,White,Not applicable,democrat,Protestant,Other,NA
2006,Married,50,Black,$25000 or more,democrat,Protestant,Baptist-dk which,NA
2006,Married,44,Other,$20000 - 24999,democrat,Catholic,Not applicable,2
2006,Never married,30,Other,Not applicable,other party,Catholic,Not applicable,3
2006,Married,40,Other,$15000 - 19999,other party,Catholic,Not applicable,NA
2006,Married,29,Other,$25000 or more,republican,Catholic,Not applicable,NA
2006,Divorced,53,Other,$25000 or more,democrat,Catholic,Not applicable,1
2006,Married,44,Other,$25000 or more,democrat,Protestant,Presbyterian-dk wh,1
2006,Married,37,White,$25000 or more,democrat,None,Not applicable,1
2006,Married,22,White,Not applicable,other party,Protestant,Other,NA
2006,Married,38,White,$8000 to 9999,democrat,Protestant,Episcopal,1
2006,Never married,48,Other,$3000 to 3999,republican,Christian,No denomination,1
2006,Married,36,Black,$25000 or more,other party,Protestant,Am baptist asso,NA
2006,Married,33,White,$15000 - 19999,republican,Other,Not applicable,5
2006,Never married,25,White,$10000 - 14999,other party,None,Not applicable,4
2006,Divorced,50,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Married,40,Other,$10000 - 14999,other party,Catholic,Not applicable,NA
2006,Married,36,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Married,48,Other,Not applicable,democrat,Protestant,Episcopal,NA
2006,Married,32,Other,$25000 or more,democrat,Catholic,Not applicable,4
2006,Married,27,White,$25000 or more,democrat,Protestant,Other,NA
2006,Married,36,Other,$15000 - 19999,democrat,Catholic,Not applicable,NA
2006,Never married,19,Other,$1000 to 2999,democrat,Catholic,Not applicable,2
2006,Married,40,White,$4000 to 4999,republican,Protestant,Other,NA
2006,Married,30,Other,Lt $1000,democrat,Catholic,Not applicable,1
2006,Never married,27,White,$20000 - 24999,democrat,Protestant,Baptist-dk which,0
2006,Divorced,55,White,$25000 or more,democrat,None,Not applicable,NA
2006,Married,27,White,$20000 - 24999,republican,Protestant,Other,1
2006,Married,55,Other,$25000 or more,democrat,Protestant,Presbyterian-dk wh,NA
2006,Widowed,72,White,$10000 - 14999,republican,Catholic,Not applicable,5
2006,Divorced,48,White,$25000 or more,other party,Catholic,Not applicable,NA
2006,Never married,55,Other,Not applicable,other party,Protestant,Baptist-dk which,NA
2006,Divorced,62,White,Not applicable,other party,Protestant,United methodist,1
2006,Never married,39,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Married,76,White,Not applicable,republican,Catholic,Not applicable,3
2006,Married,63,White,Not applicable,democrat,Protestant,United methodist,NA
2006,Divorced,46,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Never married,54,Other,$25000 or more,democrat,Protestant,Other methodist,2
2006,Married,46,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Never married,41,White,$25000 or more,republican,Protestant,Am lutheran,NA
2006,Never married,36,Other,$25000 or more,democrat,Buddhism,Not applicable,NA
2006,Married,72,White,Not applicable,other party,None,Not applicable,1
2006,Never married,21,White,$3000 to 3999,democrat,Protestant,Episcopal,1
2006,Married,59,White,$25000 or more,republican,None,Not applicable,NA
2006,Divorced,64,White,Not applicable,republican,Protestant,Episcopal,NA
2006,Married,55,Other,$25000 or more,democrat,None,Not applicable,2
2006,Divorced,64,White,Not applicable,democrat,Orthodox-christian,Not applicable,NA
2006,Married,34,Other,$25000 or more,democrat,Buddhism,Not applicable,1
2006,Never married,28,Other,$25000 or more,democrat,None,Not applicable,NA
2006,Married,32,Other,$20000 - 24999,other party,Protestant,Baptist-dk which,1
2006,Married,42,Black,Not applicable,democrat,Protestant,Other,5
2006,Married,42,Other,$25000 or more,democrat,None,Not applicable,1
2006,Divorced,59,White,$20000 - 24999,democrat,None,Not applicable,NA
2006,Never married,36,White,$25000 or more,republican,None,Not applicable,1
2006,Never married,49,Other,$25000 or more,democrat,None,Not applicable,1
2006,Widowed,59,White,Not applicable,democrat,Protestant,Lutheran-mo synod,NA
2006,Married,62,White,$25000 or more,republican,Protestant,Methodist-dk which,NA
2006,Married,55,White,$25000 or more,other party,Protestant,United pres ch in us,2
2006,Married,36,White,$25000 or more,democrat,None,Not applicable,1
2006,Married,49,White,Not applicable,democrat,Protestant,Presbyterian-dk wh,NA
2006,Widowed,89,White,Not applicable,democrat,None,Not applicable,NA
2006,Divorced,58,White,$25000 or more,other party,None,Not applicable,NA
2006,Never married,29,White,Not applicable,republican,Protestant,Presbyterian-dk wh,1
2006,Married,41,White,Not applicable,republican,Protestant,Presbyterian-dk wh,NA
2006,Married,60,White,$25000 or more,democrat,Protestant,Lutheran-dk which,2
2006,Married,49,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Married,26,Other,$1000 to 2999,republican,Catholic,Not applicable,6
2006,Divorced,40,White,$20000 - 24999,democrat,Christian,No denomination,1
2006,Never married,27,Other,$20000 - 24999,democrat,Catholic,Not applicable,NA
2006,Married,37,White,$25000 or more,democrat,None,Not applicable,NA
2006,Widowed,79,White,Not applicable,republican,Protestant,Episcopal,NA
2006,Married,41,White,Refused,republican,Christian,No denomination,NA
2006,Married,41,Other,Not applicable,other party,Catholic,Not applicable,1
2006,Married,45,White,Don't know,republican,Catholic,Not applicable,NA
2006,Married,51,White,$25000 or more,republican,Protestant,Episcopal,NA
2006,Married,60,White,$8000 to 9999,other party,Protestant,No denomination,2
2006,Divorced,52,White,Not applicable,republican,Christian,No denomination,5
2006,Never married,25,Other,Not applicable,democrat,Catholic,Not applicable,6
2006,Married,57,White,$10000 - 14999,democrat,Orthodox-christian,Not applicable,NA
2006,Never married,19,Other,Not applicable,democrat,None,Not applicable,NA
2006,Never married,21,White,Not applicable,democrat,None,Not applicable,NA
2006,Married,88,White,Not applicable,democrat,Buddhism,Not applicable,NA
2006,Married,42,White,$25000 or more,other party,None,Not applicable,2
2006,Never married,23,Black,$25000 or more,democrat,None,Not applicable,NA
2006,Separated,33,Other,$25000 or more,republican,Catholic,Not applicable,6
2006,Married,64,White,Not applicable,republican,Jewish,Not applicable,NA
2006,Married,54,White,$25000 or more,republican,Protestant,United methodist,NA
2006,Divorced,52,Black,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Never married,37,Black,$25000 or more,other party,Protestant,Other,NA
2006,Never married,20,White,$10000 - 14999,democrat,None,Not applicable,NA
2006,Never married,20,White,$8000 to 9999,other party,None,Not applicable,NA
2006,Married,29,Other,Not applicable,other party,Catholic,Not applicable,4
2006,Never married,22,Other,$25000 or more,democrat,Catholic,Not applicable,1
2006,Divorced,53,Black,$25000 or more,democrat,Protestant,Southern baptist,4
2006,Never married,25,White,Not applicable,other party,Protestant,Other,1
2006,Married,42,White,$25000 or more,republican,Protestant,Other,1
2006,Widowed,57,Other,Not applicable,democrat,Catholic,Not applicable,0
2006,Married,28,Other,$25000 or more,democrat,Protestant,Other,NA
2006,Divorced,43,White,$10000 - 14999,other party,Protestant,Lutheran-dk which,3
2006,Never married,40,Black,Not applicable,other party,None,Not applicable,8
2006,Married,49,White,$15000 - 19999,democrat,Moslem/islam,Not applicable,NA
2006,Married,60,White,Not applicable,republican,Protestant,Baptist-dk which,NA
2006,Married,54,White,Not applicable,democrat,Other,Not applicable,5
2006,Married,40,Other,Don't know,other party,Catholic,Not applicable,NA
2006,Never married,41,White,Refused,other party,None,Not applicable,NA
2006,Married,63,White,$25000 or more,other party,None,Not applicable,NA
2006,Married,36,Other,$10000 - 14999,democrat,Catholic,Not applicable,NA
2006,Divorced,47,White,$25000 or more,democrat,None,Not applicable,NA
2006,Divorced,64,White,$25000 or more,democrat,Protestant,Presbyterian-dk wh,2
2006,Married,47,White,$25000 or more,republican,Catholic,Not applicable,5
2006,Never married,44,White,Not applicable,republican,None,Not applicable,4
2006,Married,66,White,$6000 to 6999,democrat,Protestant,Baptist-dk which,NA
2006,Married,47,White,$25000 or more,republican,Protestant,No denomination,2
2006,Married,48,White,Not applicable,republican,Protestant,No denomination,NA
2006,Married,42,White,Not applicable,republican,Protestant,Other,NA
2006,Widowed,75,White,Not applicable,republican,Catholic,Not applicable,NA
2006,Married,49,White,$25000 or more,democrat,Catholic,Not applicable,2
2006,Married,44,White,$25000 or more,republican,None,Not applicable,NA
2006,Divorced,49,White,Not applicable,democrat,None,Not applicable,NA
2006,Divorced,48,White,Not applicable,democrat,None,Not applicable,NA
2006,Never married,39,White,$15000 - 19999,democrat,None,Not applicable,5
2006,Never married,49,White,$25000 or more,democrat,None,Not applicable,2
2006,Never married,47,White,$25000 or more,democrat,None,Not applicable,NA
2006,Married,55,White,$25000 or more,democrat,Catholic,Not applicable,NA
