token,pos
he,PRON
left,VERB
off,ADP
",",PUNCT
"""",PUNCT
yet,ADV
as,ADP
no,DET
tutor,NOUN
ever,ADV
found,VERB
the,DET
place,NOUN
he,PRON
left,VERB
off,ADP
",",PUNCT
his,PRON
mind,NOUN
was,AUX
still,ADV
in,ADV
very,ADV
good,ADJ
shape,NOUN
.,PUNCT
What,DET
a,DET
few,ADJ
more,ADJ
years,NOUN
of,ADP
this,DET
life,NOUN
would,AUX
have,AUX
made,VERB
of,ADP
him,PRON
is,AUX
problematical,ADJ
.,PUNCT
However,ADV
",",PUNCT
four,NUM
hours,NOUN
out,ADV
from,ADP
land,NOUN
",",PUNCT
Italy,PROPN
bound,PROPN
",",PUNCT
with,ADP
Beatrice,PROPN
",",PUNCT
his,PRON
appendix,NOUN
burst,NOUN
",",PUNCT
probably,ADV
from,ADP
too,ADV
many,ADJ
meals,NOUN
in,ADP
bed,NOUN
",",PUNCT
and,CCONJ
after,ADP
a,DET
series,NOUN
of,ADP
frantic,ADJ
telegrams,NOUN
to,ADP
Europe,PROPN
and,CCONJ
America,PROPN
",",PUNCT
to,ADP
the,DET
amazement,NOUN
of,ADP
the,DET
passengers,NOUN
the,DET
great,ADJ
ship,NOUN
slowly,ADV
wheeled,VERB
around,ADV
and,CCONJ
returned,VERB
to,ADP
New,PROPN
York,PROPN
to,PART
deposit,VERB
Amory,PROPN
at,ADP
the,DET
pier,NOUN
.,PUNCT
You,PRON
will,AUX
admit,VERB
that,PRON
if,SCONJ
it,PRON
was,AUX
not,PART
life,NOUN
it,PRON
was,AUX
magnificent,ADJ
.,PUNCT
After,SCONJ
the,DET
operation,NOUN
Beatrice,PROPN
had,VERB
a,DET
nervous,ADJ
breakdown,NOUN
that,PRON
bore,VERB
a,DET
suspicious,ADJ
resemblance,NOUN
to,PART
delirium,VERB
tremens,NOUN
",",PUNCT
and,CCONJ
Amory,PROPN
was,AUX
left,VERB
in,ADV
Minneapolis,PROPN
",",PUNCT
destined,VERB
to,PART
spend,VERB
the,DET
ensuing,VERB
two,NUM
years,NOUN
with,ADP
his,PRON
aunt,NOUN
and,CCONJ
uncle,NOUN
.,PUNCT
There,PRON
the,DET
crude,ADJ
",",PUNCT
vulgar,ADJ
air,NOUN
of,ADP
Western,ADJ
civilization,NOUN
first,ADJ
catches,NOUN
him,PRON
--,PUNCT
in,ADP
his,PRON
underwear,NOUN
",",PUNCT
so,ADV
to,PART
speak,VERB
.,PUNCT
*****,PUNCT
A,DET
KISS,PROPN
FOR,ADP
AMORY,PROPN
His,PRON
lip,NOUN
curled,VERB
when,ADV
he,PRON
read,VERB
it,PRON
.,PUNCT
"""",PUNCT
I,PRON
am,AUX
going,VERB
to,PART
have,VERB
a,DET
bobbing,NOUN
party,NOUN
",",PUNCT
"""",PUNCT
it,PRON
said,VERB
",",PUNCT
"""",PUNCT
on,ADP
Thursday,PROPN
",",PUNCT
December,PROPN
the,DET
seventeenth,NOUN
",",PUNCT
at,ADP
five,NUM
o'clock,NOUN
",",PUNCT
and,CCONJ
I,PRON
would,AUX
like,VERB
it,PRON
very,ADV
much,ADV
if,SCONJ
you,PRON
could,AUX
come,VERB
.,PUNCT
Yours,NOUN
truly,ADV
",",PUNCT
R.S.V.P,INTJ
.,PUNCT
Myra,PROPN
St.,PROPN
Claire,PROPN
.,PUNCT
He,PRON
had,AUX
been,AUX
two,NUM
months,NOUN
in,ADP
Minneapolis,PROPN
",",PUNCT
and,CCONJ
his,PRON
chief,ADJ
struggle,NOUN
had,AUX
been,AUX
the,DET
concealing,NOUN
from,ADP
"""",PUNCT
the,DET
other,ADJ
guys,NOUN
at,ADP
school,NOUN
"""",PUNCT
how,ADV
particularly,ADV
superior,ADJ
he,PRON
felt,VERB
himself,PRON
to,PART
be,VERB
",",PUNCT
yet,CCONJ
this,DET
conviction,NOUN
was,AUX
built,VERB
upon,ADP
shifting,NOUN
sands,NOUN
.,PUNCT
He,PRON
had,AUX
shown,VERB
off,ADP
one,NUM
day,NOUN
in,ADP
French,ADJ
class,NOUN
(,PUNCT
he,PRON
was,AUX
in,ADP
senior,ADJ
French,PROPN
class,NOUN
),PUNCT
to,ADP
the,DET
utter,ADJ
confusion,NOUN
of,ADP
Mr.,PROPN
Reardon,PROPN
",",PUNCT
whose,PRON
accent,ADJ
Amory,NOUN
damned,VERB
contemptuously,ADV
",",PUNCT
and,CCONJ
to,ADP
the,DET
delight,NOUN
of,ADP
the,DET
class,NOUN
.,PUNCT
Mr.,PROPN
Reardon,PROPN
",",PUNCT
who,PRON
had,VERB
spent,VERB
several,ADJ
weeks,NOUN
in,ADP
Paris,PROPN
ten,NUM
years,NOUN
before,ADV
",",PUNCT
took,VERB
his,PRON
revenge,NOUN
on,ADP
the,DET
verbs,ADV
",",PUNCT
whenever,ADV
he,PRON
had,VERB
his,PRON
book,NOUN
open,ADJ
.,PUNCT
But,CCONJ
another,DET
time,NOUN
Amory,PROPN
showed,VERB
off,ADP
in,ADP
history,NOUN
class,NOUN
",",PUNCT
with,ADP
quite,DET
disastrous,ADJ
results,NOUN
",",PUNCT
for,ADP
the,DET
boys,NOUN
there,ADV
were,AUX
his,PRON
own,ADJ
age,NOUN
",",PUNCT
and,CCONJ
they,PRON
shrilled,VERB
innuendoes,NOUN
at,ADP
each,DET
other,ADJ
all,DET
the,DET
following,VERB
week,NOUN
:,PUNCT
"""",PUNCT
Aw,INTJ
--,PUNCT
I,PRON
b'lieve,VERB
",",PUNCT
doncherknow,INTJ
",",PUNCT
the,DET
Umuricun,PROPN
revolution,NOUN
was,AUX
_lawgely,ADV
_,SYM
an,DET
affair,NOUN
of,ADP
the,DET
middul,ADJ
_clawses_,SYM
",",PUNCT
"""",PUNCT
or,CCONJ
"""",PUNCT
Washington,PROPN
came,VERB
of,ADP
very,ADV
good,ADJ
blood,NOUN
--,PUNCT
aw,INTJ
",",PUNCT
quite,ADV
good,ADJ
--,PUNCT
I,PRON
b'lieve,VERB
.,PUNCT
"""",PUNCT
Amory,PROPN
ingeniously,ADV
tried,VERB
to,PART
retrieve,VERB
himself,PRON
by,SCONJ
blundering,VERB
on,ADP
purpose,NOUN
.,PUNCT
Two,NUM
years,NOUN
before,SCONJ
he,PRON
had,AUX
commenced,VERB
a,DET
history,NOUN
of,ADP
the,DET
United,PROPN
States,PROPN
which,PRON
",",PUNCT
though,SCONJ
it,PRON
only,ADV
got,VERB
as,ADV
far,ADV
as,SCONJ
the,DET
Colonial,PROPN
Wars,PROPN
",",PUNCT
had,AUX
been,AUX
pronounced,VERB
by,ADP
his,PRON
mother,NOUN
completely,ADV
enchanting,VERB
.,PUNCT
His,PRON
chief,ADJ
disadvantage,NOUN
lay,VERB
in,ADP
athletics,NOUN
",",PUNCT
but,CCONJ
as,ADV
soon,ADV
as,SCONJ
he,PRON
discovered,VERB
that,SCONJ
it,PRON
was,AUX
the,DET
touchstone,NOUN
of,ADP
power,NOUN
and,CCONJ
popularity,NOUN
at,ADP
school,NOUN
",",PUNCT
he,PRON
began,VERB
to,PART
make,VERB
furious,ADJ
",",PUNCT
persistent,ADJ
efforts,NOUN
to,PART
excel,VERB
in,ADP
the,DET
winter,NOUN
sports,NOUN
",",PUNCT
and,CCONJ
with,ADP
his,PRON
ankles,NOUN
aching,VERB
and,CCONJ
bending,VERB
in,ADP
spite,NOUN
of,ADP
his,PRON
efforts,NOUN
",",PUNCT
he,PRON
skated,VERB
valiantly,ADV
around,ADP
the,DET
Lorelie,PROPN
rink,VERB
every,DET
afternoon,NOUN
",",PUNCT
wondering,VERB
how,ADV
soon,ADV
he,PRON
would,AUX
be,AUX
able,ADJ
to,PART
carry,VERB
a,DET
hockey,NOUN
-,PUNCT
stick,NOUN
without,SCONJ
getting,VERB
it,PRON
inexplicably,ADV
tangled,VERB
in,ADP
his,PRON
skates,NOUN
.,PUNCT
The,DET
invitation,NOUN
to,ADP
Miss,PROPN
Myra,PROPN
St.,PROPN
Claire,PROPN
's,PART
bobbing,NOUN
party,NOUN
spent,VERB
the,DET
morning,NOUN
in,ADP
his,PRON
coat,NOUN
pocket,NOUN
",",PUNCT
where,ADV
it,PRON
had,VERB
an,DET
intense,ADJ
physical,ADJ
affair,NOUN
with,ADP
a,DET
dusty,NOUN
piece,NOUN
of,ADP
peanut,NOUN
brittle,NOUN
.,PUNCT
During,ADP
the,DET
afternoon,NOUN
he,PRON
brought,VERB
it,PRON
to,ADP
light,NOUN
with,ADP
a,DET
sigh,NOUN
",",PUNCT
and,CCONJ
after,ADP
some,DET
consideration,NOUN
and,CCONJ
a,DET
preliminary,ADJ
draft,NOUN
in,ADP
the,DET
back,ADV
of,ADP
Collar,PROPN
and,CCONJ
Daniel,PROPN
's,PART
"""",PUNCT
First,PROPN
-,PUNCT
Year,PROPN
Latin,PROPN
",",PUNCT
"""",PUNCT
composed,VERB
an,DET
answer,NOUN
:,PUNCT
My,PRON
dear,NOUN
Miss,PROPN
St.,PROPN
Claire,PROPN
:,PUNCT
Your,PRON
truly,ADV
charming,VERB
envitation,NOUN
for,ADP
the,DET
evening,NOUN
of,ADP
next,ADJ
Thursday,PROPN
evening,NOUN
was,AUX
truly,ADV
delightful,ADJ
to,PART
receive,VERB
this,DET
morning,NOUN
.,PUNCT
I,PRON
will,AUX
be,AUX
charm,NOUN
and,CCONJ
inchanted,VERB
indeed,ADV
to,PART
present,VERB
my,PRON
compliments,NOUN
on,ADP
next,ADJ
Thursday,PROPN
evening,NOUN
.,PUNCT
Faithfully,ADV
",",PUNCT
Amory,PROPN
Blaine,PROPN
.,PUNCT
*****,PUNCT
On,ADP
Thursday,PROPN
",",PUNCT
therefore,ADV
",",PUNCT
he,PRON
walked,VERB
pensively,ADV
along,ADP
the,DET
slippery,NOUN
",",PUNCT
shovel,NOUN
-,PUNCT
scraped,VERB
sidewalks,NOUN
",",PUNCT
and,CCONJ
came,VERB
in,ADP
sight,NOUN
of,ADP
Myra,PROPN
's,PART
house,NOUN
",",PUNCT
on,ADP
the,DET
half,NOUN
-,PUNCT
hour,NOUN
after,ADP
five,NUM
",",PUNCT
a,DET
lateness,NOUN
which,PRON
he,PRON
fancied,VERB
his,PRON
mother,NOUN
would,AUX
have,AUX
favored,VERB
.,PUNCT
He,PRON
waited,VERB
on,ADP
the,DET
door,NOUN
-,PUNCT
step,NOUN
with,ADP
his,PRON
eyes,NOUN
nonchalantly,ADV
half,ADV
-,PUNCT
closed,ADJ
",",PUNCT
and,CCONJ
planned,VERB
his,PRON
entrance,NOUN
with,ADP
precision,NOUN
.,PUNCT
He,PRON
would,AUX
cross,VERB
the,DET
floor,NOUN
",",PUNCT
not,PART
too,ADV
hastily,ADV
",",PUNCT
to,ADP
Mrs.,PROPN
St,PROPN
.,PUNCT
Claire,PROPN
",",PUNCT
and,CCONJ
say,VERB
with,ADP
exactly,ADV
the,DET
correct,ADJ
modulation,NOUN
:,PUNCT
"""",PUNCT
My,PRON
_dear_,SYM
Mrs.,PROPN
St,PROPN
.,PUNCT
Claire,PROPN
",",PUNCT
I,PRON
'm,AUX
_frightfully,ADV
_,SYM
sorry,ADJ
to,PART
be,AUX
late,ADJ
",",PUNCT
but,CCONJ
my,PRON
maid,AUX
"""",PUNCT
--,PUNCT
he,PRON
paused,VERB
there,ADV
and,CCONJ
realized,VERB
he,PRON
would,AUX
be,AUX
quoting,VERB
--,PUNCT
"""",PUNCT
but,CCONJ
my,PRON
uncle,NOUN
and,CCONJ
I,PRON
had,VERB
to,PART
see,VERB
a,DET
fella,NOUN
--,PUNCT
Yes,INTJ
",",PUNCT
I,PRON
've,AUX
met,VERB
your,PRON
enchanting,VERB
daughter,NOUN
at,ADP
dancing,NOUN
-,PUNCT
school,NOUN
.,PUNCT
"""",PUNCT
Then,ADV
he,PRON
would,AUX
shake,VERB
hands,NOUN
",",PUNCT
using,VERB
that,SCONJ
slight,ADJ
",",PUNCT
half,ADV
-,PUNCT
foreign,ADJ
bow,NOUN
",",PUNCT
with,SCONJ
all,DET
the,DET
starchy,ADJ
little,ADJ
females,NOUN
",",PUNCT
and,CCONJ
nod,VERB
to,ADP
the,DET
fellas,NOUN
who,PRON
would,AUX
be,AUX
standing,VERB
'round,ADV
",",PUNCT
paralyzed,VERB
into,ADP
rigid,ADJ
groups,NOUN
for,ADP
mutual,ADJ
protection,NOUN
.,PUNCT
A,DET
butler,NOUN
(,PUNCT
one,NUM
of,ADP
the,DET
three,NUM
in,ADP
Minneapolis,PROPN
),PUNCT
swung,ADV
open,VERB
the,DET
door,NOUN
.,PUNCT
Amory,PROPN
stepped,VERB
inside,ADV
and,CCONJ
divested,VERB
himself,PRON
of,ADP
cap,NOUN
and,CCONJ
coat,NOUN
.,PUNCT
He,PRON
was,AUX
mildly,ADV
surprised,VERB
not,ADV
to,PART
hear,VERB
the,DET
shrill,NOUN
squawk,NOUN
of,ADP
conversation,NOUN
from,ADP
the,DET
next,ADJ
room,NOUN
",",PUNCT
and,CCONJ
he,PRON
decided,VERB
it,PRON
must,AUX
be,AUX
quite,ADV
formal,ADJ
.,PUNCT
He,PRON
approved,VERB
of,ADP
that,PRON
--,PUNCT
as,SCONJ
he,PRON
approved,VERB
of,ADP
the,DET
butler,NOUN
.,PUNCT
"""",PUNCT
Miss,PROPN
Myra,PROPN
",",PUNCT
"""",PUNCT
he,PRON
said,VERB
.,PUNCT
To,ADP
his,PRON
surprise,NOUN
the,DET
butler,NOUN
grinned,VERB
horribly,ADV
.,PUNCT
"""",PUNCT
Oh,INTJ
",",PUNCT
yeah,INTJ
",",PUNCT
"""",PUNCT
he,PRON
declared,VERB
",",PUNCT
"""",PUNCT
she,PRON
's,AUX
here,ADV
.,PUNCT
"""",PUNCT
He,PRON
was,AUX
unaware,ADJ
that,SCONJ
his,PRON
failure,NOUN
to,PART
be,AUX
cockney,NOUN
was,AUX
ruining,VERB
his,PRON
standing,NOUN
.,PUNCT
Amory,PROPN
considered,VERB
him,PRON
coldly,ADV
.,PUNCT
"""",PUNCT
But,CCONJ
",",PUNCT
"""",PUNCT
continued,VERB
the,DET
butler,NOUN
",",PUNCT
his,PRON
voice,NOUN
rising,VERB
unnecessarily,ADV
",",PUNCT
"""",PUNCT
she,PRON
's,AUX
the,DET
only,ADV
one,NUM
what,PRON
_is_,SYM
here,ADV
.,PUNCT
The,DET
party,NOUN
's,PART
gone,ADJ
.,PUNCT
"""",PUNCT
Amory,PROPN
gasped,VERB
in,ADP
sudden,ADJ
horror,NOUN
.,PUNCT
"""",PUNCT
What,PRON
?,PUNCT
"""",PUNCT
"""",PUNCT
She,PRON
's,AUX
been,AUX
waitin,VERB
',PUNCT
for,ADP
Amory,PROPN
Blaine,PROPN
.,PUNCT
That,PRON
's,AUX
you,PRON
",",PUNCT
ai,AUX
n't,PART
it,PRON
?,PUNCT
Her,PRON
mother,NOUN
says,VERB
that,SCONJ
if,SCONJ
you,PRON
showed,VERB
up,ADP
by,ADP
five,NUM
-,SYM
thirty,NUM
you,PRON
two,NUM
was,AUX
to,PART
go,VERB
after,ADP
'em,PRON
in,ADV
the,DET
Packard,NOUN
.,PUNCT
"""",PUNCT
Amory,PROPN
's,PART
despair,NOUN
was,AUX
crystallized,VERB
by,ADP
the,DET
appearance,NOUN
of,ADP
Myra,PROPN
herself,PRON
",",PUNCT
bundled,VERB
to,ADP
the,DET
ears,NOUN
in,ADP
a,DET
polo,NOUN
coat,NOUN
",",PUNCT
her,PRON
face,NOUN
plainly,ADV
sulky,ADJ
",",PUNCT
her,PRON
voice,NOUN
pleasa,INTJ
nt,PART
only,ADV
with,ADP
difficulty,NOUN
.,PUNCT
"""",PUNCT
'Lo,INTJ
",",PUNCT
Amory,PROPN
.,PUNCT
"""",PUNCT
"""",PUNCT
'Lo,INTJ
",",PUNCT
Myra,PROPN
.,PUNCT
"""",PUNCT
He,PRON
had,AUX
described,VERB
the,DET
state,NOUN
of,ADP
his,PRON
vitality,NOUN
.,PUNCT
"""",PUNCT
Well,INTJ
--,PUNCT
you,PRON
_got,VERB
_,SYM
here,ADV
",",PUNCT
_any_ways,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Well,INTJ
--,PUNCT
I,PRON
'll,AUX
tell,VERB
you,PRON
.,PUNCT
I,PRON
guess,VERB
you,PRON
do,AUX
n't,PART
know,VERB
about,ADP
the,DET
auto,NOUN
accident,NOUN
",",PUNCT
"""",PUNCT
he,PRON
romanced,VERB
.,PUNCT
Myra,PROPN
's,PART
eyes,NOUN
opened,VERB
wide,ADV
.,PUNCT
"""",PUNCT
Who,PRON
was,AUX
it,PRON
to,ADP
?,PUNCT
"""",PUNCT
"""",PUNCT
Well,INTJ
",",PUNCT
"""",PUNCT
he,PRON
continued,VERB
desperately,ADV
",",PUNCT
"""",PUNCT
uncle,NOUN
'n,CCONJ
aunt,NOUN
'n,CCONJ
I,PRON
.,PUNCT
"""",PUNCT
"""",PUNCT
Was,AUX
any,DET
one,NOUN
_killed,VERB
?_,PUNCT
"""",PUNCT
Amory,PROPN
paused,VERB
and,CCONJ
then,ADV
nodded,VERB
.,PUNCT
"""",PUNCT
Your,PRON
uncle,NOUN
?,PUNCT
"""",PUNCT
--,PUNCT
alarm,NOUN
.,PUNCT
"""",PUNCT
Oh,INTJ
",",PUNCT
no,INTJ
just,ADV
a,DET
horse,NOUN
--,PUNCT
a,DET
sorta,X
gray,ADJ
horse,NOUN
.,PUNCT
"""",PUNCT
At,ADP
this,DET
point,NOUN
the,DET
Erse,PROPN
butler,NOUN
snickered,VERB
.,PUNCT
"""",PUNCT
Probably,ADV
killed,VERB
the,DET
engine,NOUN
",",PUNCT
"""",PUNCT
he,PRON
suggested,VERB
.,PUNCT
Amory,NOUN
would,AUX
have,AUX
put,VERB
him,PRON
on,ADV
the,DET
rack,NOUN
without,ADP
a,DET
scruple,NOUN
.,PUNCT
"""",PUNCT
We,PRON
'll,AUX
go,VERB
now,ADV
",",PUNCT
"""",PUNCT
said,VERB
Myra,PROPN
coolly,ADV
.,PUNCT
"""",PUNCT
You,PRON
see,VERB
",",PUNCT
Amory,PROPN
",",PUNCT
the,DET
bobs,NOUN
were,AUX
ordered,VERB
for,ADP
five,NUM
and,CCONJ
everybody,PRON
was,AUX
here,ADV
",",PUNCT
so,ADV
we,PRON
could,AUX
n't,PART
wait,VERB
--,PUNCT
"""",PUNCT
"""",PUNCT
Well,INTJ
",",PUNCT
I,PRON
could,AUX
n't,PART
help,VERB
it,PRON
",",PUNCT
could,AUX
I,PRON
?,PUNCT
"""",PUNCT
"""",PUNCT
So,ADV
mama,NOUN
said,VERB
for,ADP
me,PRON
to,PART
wait,VERB
till,SCONJ
ha',NOUN
past,ADP
five,NUM
.,PUNCT
We,PRON
'll,AUX
catch,VERB
the,DET
bobs,NOUN
before,SCONJ
it,PRON
gets,VERB
to,ADP
the,DET
Minnehaha,PROPN
Club,PROPN
",",PUNCT
Amory,PROPN
.,PUNCT
"""",PUNCT
Amory,PROPN
's,PART
shredded,VERB
poise,NOUN
dropped,VERB
from,ADP
him,PRON
.,PUNCT
He,PRON
pictured,VERB
the,DET
happy,ADJ
party,NOUN
jingling,VERB
along,ADP
snowy,NOUN
streets,NOUN
",",PUNCT
the,DET
appearance,NOUN
of,ADP
the,DET
limousine,NOUN
",",PUNCT
the,DET
horrible,ADJ
public,ADJ
descent,NOUN
of,ADP
him,PRON
and,CCONJ
Myra,PROPN
before,ADP
sixty,NUM
reproachful,ADJ
eyes,NOUN
",",PUNCT
his,PRON
apology,NOUN
--,PUNCT
a,DET
real,ADJ
one,NUM
this,DET
time,NOUN
.,PUNCT
He,PRON
sighed,VERB
aloud,ADV
.,PUNCT
"""",PUNCT
What,PRON
?,PUNCT
"""",PUNCT
inquired,VERB
Myra,PROPN
.,PUNCT
"""",PUNCT
Nothing,PRON
.,PUNCT
I,PRON
was,AUX
just,ADV
yawning,VERB
.,PUNCT
Are,AUX
we,PRON
going,VERB
to,ADP
_surely,ADV
_,SYM
catch,VERB
up,ADP
with,ADP
'em,PRON
before,SCONJ
they,PRON
get,VERB
there,ADV
?,PUNCT
"""",PUNCT
He,PRON
was,AUX
encouraging,VERB
a,DET
faint,NOUN
hope,NOUN
that,SCONJ
they,PRON
might,AUX
slip,NOUN
into,ADP
the,DET
Minnehaha,PROPN
Club,PROPN
and,CCONJ
meet,VERB
the,DET
others,NOUN
there,ADV
",",PUNCT
be,AUX
found,VERB
in,ADP
blase,NOUN
seclusion,NOUN
before,ADP
the,DET
fire,NOUN
and,CCONJ
quite,ADV
regain,VERB
his,PRON
lost,VERB
attitude,NOUN
.,PUNCT
"""",PUNCT
Oh,INTJ
",",PUNCT
sure,ADJ
Mike,PROPN
",",PUNCT
we,PRON
'll,AUX
catch,VERB
'em,PRON
all,DET
right,ADJ
--,PUNCT
let,VERB
's,PRON
hurry,VERB
.,PUNCT
"""",PUNCT
He,PRON
became,VERB
conscious,ADJ
of,ADP
his,PRON
stomach,NOUN
.,PUNCT
As,SCONJ
they,PRON
stepped,VERB
into,ADP
the,DET
machine,NOUN
he,PRON
hurriedly,ADV
slapped,VERB
the,DET
paint,NOUN
of,ADP
diplomacy,NOUN
over,ADP
a,DET
rather,NOUN
box,NOUN
-,PUNCT
like,ADJ
plan,NOUN
he,PRON
had,AUX
conceived,VERB
.,PUNCT
It,PRON
was,AUX
based,VERB
upon,ADP
some,DET
"""",PUNCT
trade,NOUN
-,PUNCT
lasts,NOUN
"""",PUNCT
gleaned,VERB
at,ADP
dancing,NOUN
-,PUNCT
school,NOUN
",",PUNCT
to,ADP
the,DET
effect,NOUN
that,SCONJ
he,PRON
was,AUX
"""",PUNCT
awful,ADJ
good,ADJ
-,PUNCT
looking,VERB
and,CCONJ
_English_,SYM
",",PUNCT
sort,ADV
of,ADV
.,PUNCT
"""",PUNCT
"""",PUNCT
Myra,PROPN
",",PUNCT
"""",PUNCT
he,PRON
said,VERB
",",PUNCT
lowering,VERB
his,PRON
voice,NOUN
and,CCONJ
choosing,VERB
his,PRON
words,NOUN
carefully,ADV
",",PUNCT
"""",PUNCT
I,PRON
beg,VERB
a,DET
thousand,NUM
pardons,NOUN
.,PUNCT
Can,AUX
you,PRON
ever,ADV
forgive,VERB
me,PRON
?,PUNCT
"""",PUNCT
She,PRON
regarded,VERB
him,PRON
gravely,ADV
",",PUNCT
his,PRON
intent,NOUN
green,ADJ
eyes,NOUN
",",PUNCT
his,PRON
mouth,NOUN
",",PUNCT
that,PRON
to,ADP
her,PRON
thirteen,NUM
-,PUNCT
year,NOUN
-,PUNCT
old,ADJ
",",PUNCT
arrow,NOUN
-,PUNCT
collar,NOUN
taste,NOUN
was,AUX
the,DET
quintessence,NOUN
of,ADP
romance,NOUN
.,PUNCT
Yes,INTJ
",",PUNCT
Myra,PROPN
could,AUX
forgive,VERB
him,PRON
very,ADV
easily,ADV
.,PUNCT
"""",PUNCT
Why,ADV
--,PUNCT
yes,INTJ
--,PUNCT
sure.,NOUN
"""",PUNCT
He,PRON
looked,VERB
at,ADP
her,PRON
again,ADV
",",PUNCT
and,CCONJ
then,ADV
dropped,VERB
his,PRON
eyes,NOUN
.,PUNCT
He,PRON
had,VERB
lashes,NOUN
.,PUNCT
"""",PUNCT
I,PRON
'm,AUX
awful,ADJ
",",PUNCT
"""",PUNCT
he,PRON
said,VERB
sadly,ADV
.,PUNCT
"""",PUNCT
I,PRON
'm,AUX
diff'runt,ADJ
.,PUNCT
I,PRON
do,AUX
n't,PART
know,VERB
why,ADV
I,PRON
make,VERB
faux,NOUN
pas,NOUN
.,PUNCT
',PUNCT
Cause,SCONJ
I,PRON
do,AUX
n't,PART
care,VERB
",",PUNCT
I,PRON
s',NOUN
pose,VERB
.,PUNCT
"""",PUNCT
Then,ADV
",",PUNCT
recklessly,ADV
:,PUNCT
"""",PUNCT
I,PRON
been,AUX
smoking,VERB
too,ADV
much,ADJ
.,PUNCT
I,PRON
've,AUX
got,VERB
t',NOUN
bacca,ADP
heart,NOUN
.,PUNCT
"""",PUNCT
Myra,PROPN
pictured,VERB
an,DET
all,DET
-,PUNCT
night,NOUN
tobacco,NOUN
debauch,NOUN
",",PUNCT
with,ADP
Amory,PROPN
pale,PROPN
and,CCONJ
reeling,VERB
from,ADP
the,DET
effect,NOUN
of,ADP
nicotined,ADJ
lungs,NOUN
.,PUNCT
She,PRON
gave,VERB
a,DET
little,ADJ
gasp,NOUN
.,PUNCT
"""",PUNCT
Oh,INTJ
",",PUNCT
_Amory,PROPN
_,SYM
",",PUNCT
do,AUX
n't,PART
smoke,VERB
.,PUNCT
You,PRON
'll,AUX
stunt,VERB
your,PRON
_growth,NOUN
!_,PUNCT
"""",PUNCT
"""",PUNCT
I,PRON
do,AUX
n't,PART
care,VERB
",",PUNCT
"""",PUNCT
he,PRON
persisted,VERB
gloomily,ADV
.,PUNCT
"""",PUNCT
I,PRON
gotta,PROPN
.,PUNCT
I,PRON
got,VERB
the,DET
habit,NOUN
.,PUNCT
I,PRON
've,AUX
done,VERB
a,DET
lot,NOUN
of,ADP
things,NOUN
that,SCONJ
if,SCONJ
my,PRON
fambly,ADJ
knew,NOUN
"""",PUNCT
--,PUNCT
he,PRON
hesitated,VERB
",",PUNCT
giving,VERB
her,PRON
imagination,NOUN
time,NOUN
to,PART
picture,VERB
dark,ADJ
horrors,NOUN
--,PUNCT
"""",PUNCT
I,PRON
went,VERB
to,ADP
the,DET
burlesque,NOUN
show,NOUN
last,ADJ
week,NOUN
.,PUNCT
"""",PUNCT
Myra,PROPN
was,AUX
quite,ADV
overcome,VERB
.,PUNCT
He,PRON
turned,VERB
the,DET
green,ADJ
eyes,NOUN
on,ADP
her,PRON
again,ADV
.,PUNCT
"""",PUNCT
You,PRON
're,AUX
the,DET
only,ADJ
girl,NOUN
in,ADP
town,NOUN
I,PRON
like,VERB
much,ADV
",",PUNCT
"""",PUNCT
he,PRON
exclaimed,VERB
in,ADP
a,DET
rush,NOUN
of,ADP
sentiment,NOUN
.,PUNCT
"""",PUNCT
You,PRON
're,AUX
simpatico,ADJ
.,PUNCT
"""",PUNCT
Myra,PROPN
was,AUX
not,PART
sure,ADJ
that,SCONJ
she,PRON
was,AUX
",",PUNCT
but,CCONJ
it,PRON
sounded,VERB
stylish,ADJ
though,ADV
vaguely,ADV
improper,ADJ
.,PUNCT
Thick,PROPN
dusk,NOUN
had,AUX
descended,VERB
outside,ADV
",",PUNCT
and,CCONJ
as,ADP
the,DET
limousine,NOUN
made,VERB
a,DET
sudden,ADV
turn,VERB
she,PRON
was,AUX
jolted,VERB
against,ADP
him,PRON
;,PUNCT
their,PRON
hands,NOUN
touched,VERB
.,PUNCT
"""",PUNCT
You,PRON
should,AUX
n't,PART
smoke,VERB
",",PUNCT
Amory,PROPN
",",PUNCT
"""",PUNCT
she,PRON
whispered,VERB
.,PUNCT
"""",PUNCT
Do,AUX
n't,PART
you,PRON
know,VERB
that,PRON
?,PUNCT
"""",PUNCT
He,PRON
shook,VERB
his,PRON
head,NOUN
.,PUNCT
"""",PUNCT
Nobody,PRON
cares,VERB
.,PUNCT
"""",PUNCT
Myra,PROPN
hesitated,VERB
.,PUNCT
"""",PUNCT
_I_,NOUN
care,NOUN
.,PUNCT
"""",PUNCT
Something,PRON
stirred,VERB
within,ADP
Amory,PROPN
.,PUNCT
"""",PUNCT
Oh,INTJ
",",PUNCT
yes,INTJ
",",PUNCT
you,PRON
do,VERB
!,PUNCT
You,PRON
got,VERB
a,DET
crush,NOUN
on,ADP
Froggy,PROPN
Parker,PROPN
.,PUNCT
I,PRON
guess,VERB
everybody,PRON
knows,VERB
that,PRON
.,PUNCT
"""",PUNCT
"""",PUNCT
No,INTJ
",",PUNCT
I,PRON
have,VERB
n't,PART
",",PUNCT
"""",PUNCT
very,ADV
